,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
3,1839,BNB,BNB,bnb,1635,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,153847366.66563037,153847366.66563037,False,,4,,,,2023-09-24T17:12:00.000Z,210.54696459621394,197421811.57071936,-11.803,-0.05662694,-0.06432368,-2.4325603,-3.1098001,-11.40567251,-10.3705969,32392096062.56922,3.0748,32392096062.57,,2023-09-24T17:12:00.000Z,,,,,,2023-09-24 17:14:22.692877
4,52,XRP,XRP,xrp,1097,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53245240268.0,99988414766.0,False,,5,,,,2023-09-24T17:12:00.000Z,0.5088846423205224,345976392.7348996,-25.4816,-0.07497653,-0.25099168,2.08857225,-1.45875746,-27.53351807,7.11700531,27095685049.05146,2.5719,50888464232.05,,2023-09-24T17:12:00.000Z,,,,,,2023-09-24 17:14:22.692877
5,3408,USD Coin,USDC,usd-coin,14217,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,25777559792.89908,25777559792.89908,False,,6,,,,2023-09-24T17:12:00.000Z,1.0000791035246333,1425043440.2953873,-25.223,-0.00304141,-0.00934966,0.00221947,0.00194933,-0.02014436,0.00938087,25779598888.73514,2.447,25779598888.74,,2023-09-24T17:12:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-09-24 17:14:22.692877
6,74,Dogecoin,DOGE,dogecoin,800,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,141140326383.7052,141140326383.7052,True,,7,,,,2023-09-24T17:12:00.000Z,0.061517425660372195,94214494.68138514,-22.0745,0.02344644,-0.18644285,-0.38414747,-1.29926802,-21.65221552,-5.08308765,8682589535.990253,0.8241,8682589535.99,,2023-09-24T17:12:00.000Z,,,,,,2023-09-24 17:14:22.692877
7,2010,Cardano,ADA,cardano,938,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35118370922.321,36198584811.424,False,,8,,,,2023-09-24T17:12:00.000Z,0.24507329288934637,62058438.01864994,-26.5096,-0.11787615,-0.11931292,-1.36405665,-5.87482622,-19.64715503,-12.61740698,8606574802.84268,0.8169,11028298180.02,,2023-09-24T17:12:00.000Z,,,,,,2023-09-24 17:14:22.692877
8,5426,Solana,SOL,solana,530,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,412747817.9849933,558283641.0100433,True,,9,,,,2023-09-24T17:12:00.000Z,19.485964915588138,97456896.93885955,-20.2857,-0.24427918,0.40025328,2.94451921,-4.34637976,-21.06927522,19.46161613,8042789500.2411375,0.7635,10878695441.67,,2023-09-24T17:12:00.000Z,,,,,,2023-09-24 17:14:22.692877
9,11419,Toncoin,TON,toncoin,150,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3431892087.62,5047558528.0,True,,10,3414166606.0,7593818002.898,,2023-09-24T17:12:00.000Z,2.2242083879423897,21703678.27847216,-19.5476,0.24659467,-3.62732659,-5.04397891,59.2992561,61.6267333,55.57514857,7633243167.797523,0.7245,11226822016.61,,2023-09-24T17:12:00.000Z,,,,,,2023-09-24 17:14:22.692877
10,1958,TRON,TRX,tron,840,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,89128059217.17645,89128124203.2118,True,,11,71659659264.0,6042703274.403178,,2023-09-24T17:12:00.000Z,0.0843250349843469,107448522.09134986,-15.811,0.19431798,0.79547853,0.83219455,9.93396739,3.43917781,15.44151498,7515726711.575347,0.7134,7515732191.53,,2023-09-24T17:12:00.000Z,,,,,,2023-09-24 17:14:22.692877
11,4943,Dai,DAI,multi-collateral-dai,2609,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5347888595.7464075,5347888595.7464075,True,,12,,,,2023-09-24T17:12:00.000Z,0.9998813355603698,51730966.45642143,-50.1923,0.00621782,-0.03966753,0.01811771,0.02231492,0.02683291,0.15824921,5347253991.542989,0.5076,5347253991.54,,2023-09-24T17:12:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2023-09-24 17:14:22.692877
12,6636,Polkadot,DOT,polkadot-new,587,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1287846745.643635,1359085373.905158,True,,13,,,,2023-09-24T17:12:00.000Z,4.038483965697916,56466499.15313546,-9.1037,-0.13593181,0.54897692,-1.55785296,-9.35294816,-22.49963233,-21.17228669,5200948432.558063,0.4937,5488644490.53,,2023-09-24T17:12:00.000Z,,,,,,2023-09-24 17:14:22.692877
13,3890,Polygon,MATIC,polygon,965,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,14,,,,2023-09-24T17:12:00.000Z,0.5219513806965029,127347185.61894092,-8.7786,0.00016248,0.17969027,0.19984918,-3.58826546,-26.96894674,-18.72781439,4864309748.071622,0.4617,5219513806.97,,2023-09-24T17:12:00.000Z,,,,,,2023-09-24 17:14:22.692877
14,2,Litecoin,LTC,litecoin,1003,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73689226.72743528,84000000.0,False,,15,,,,2023-09-24T17:12:00.000Z,64.70158751020824,176417824.76034564,-26.9406,0.03371536,-0.44391055,1.22297172,0.31486233,-27.4616255,-25.36014873,4767809951.66473,0.4526,5434933350.86,,2023-09-24T17:12:00.000Z,,,,,,2023-09-24 17:14:22.692877
0,1,Bitcoin,BTC,bitcoin,10476,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19494818.0,19494818.0,False,,1,,,,2023-09-24T17:13:00.000Z,26572.93797377197,6156817344.440292,-24.33,-0.03255435,-0.06856057,0.22209219,2.39353756,-9.25846515,-11.66405072,518034589523.97327,49.1711,558031697449.21,,2023-09-24T17:13:00.000Z,,,,,,2023-09-24 18:16:16.110001
1,1027,Ethereum,ETH,ethereum,7431,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120228044.0903488,120228044.0903488,True,,2,,,,2023-09-24T17:13:00.000Z,1590.7083466741124,2026028649.6177647,-15.7784,-0.0069942,-0.12822009,-2.070575,-3.33702344,-14.37508737,-14.04604016,191247753238.821,18.1529,191247753238.82,,2023-09-24T17:13:00.000Z,,,,,,2023-09-24 18:16:16.110001
2,825,Tether USDt,USDT,tether,62745,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83203741768.41498,86426198725.00061,True,,3,,,,2023-09-24T17:13:00.000Z,1.0000690877484888,10617789076.618668,-18.8965,-0.00758093,0.00115233,-0.02165684,0.07365176,0.00812469,0.00476062,83209490127.5996,7.8986,86432169716.48,,2023-09-24T17:13:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-09-24 18:16:16.110001
3,1839,BNB,BNB,bnb,1635,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,153847366.66563037,153847366.66563037,False,,4,,,,2023-09-24T17:13:00.000Z,210.54003610916024,197563019.7062522,-11.6867,-0.06036557,-0.04362937,-2.42560658,-3.0720708,-11.32138001,-10.42004045,32391030133.08103,3.0747,32391030133.08,,2023-09-24T17:13:00.000Z,,,,,,2023-09-24 18:16:16.110001
4,52,XRP,XRP,xrp,1097,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53245240268.0,99988414766.0,False,,5,,,,2023-09-24T17:13:00.000Z,0.5089471700142276,346138804.05648434,-25.1395,-0.06434765,-0.23893789,2.09011174,-1.45727533,-27.31579543,7.07251997,27099014351.126194,2.5722,50894717001.42,,2023-09-24T17:13:00.000Z,,,,,,2023-09-24 18:16:16.110001
5,3408,USD Coin,USDC,usd-coin,14217,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,25777559792.89908,25777559792.89908,False,,6,,,,2023-09-24T17:13:00.000Z,1.0000765077752365,1423569809.6276486,-25.2829,-0.00495134,-0.00155766,-0.00273255,0.01404674,-0.00784924,0.01419889,25779531976.64986,2.447,25779531976.65,,2023-09-24T17:13:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-09-24 18:16:16.110001
6,74,Dogecoin,DOGE,dogecoin,800,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,141140326383.7052,141140326383.7052,True,,7,,,,2023-09-24T17:13:00.000Z,0.061527780015357275,94141632.44304264,-22.0157,0.0336699,-0.15682275,-0.36851773,-1.29262719,-21.0306027,-5.08108401,8684050953.03234,0.8243,8684050953.03,,2023-09-24T17:13:00.000Z,,,,,,2023-09-24 18:16:16.110001
7,2010,Cardano,ADA,cardano,938,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35118370922.321,36198584811.424,False,,8,,,,2023-09-24T17:13:00.000Z,0.24510721189626658,62061392.47278077,-26.3484,-0.1126784,-0.09503353,-1.37215741,-5.87008473,-19.46667609,-12.6198342,8607765983.10902,0.817,11029824535.33,,2023-09-24T17:13:00.000Z,,,,,,2023-09-24 18:16:16.110001
8,5426,Solana,SOL,solana,530,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,412747817.9849933,558283641.0100433,True,,9,,,,2023-09-24T17:13:00.000Z,19.490390940790473,97426850.90800098,-20.1312,-0.24922148,0.4630623,2.9604745,-4.33628071,-20.78103348,19.55023326,8044616332.485748,0.7636,10881166419.13,,2023-09-24T17:13:00.000Z,,,,,,2023-09-24 18:16:16.110001
9,11419,Toncoin,TON,toncoin,150,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3431892087.62,5047558528.0,True,,10,3414166606.0,7605085367.852859,,2023-09-24T17:13:00.000Z,2.227508568119613,21729343.1779677,-19.2857,0.22001136,-3.51771852,-4.8862266,59.45491346,61.80994167,56.17862941,7644569030.035455,0.7256,11243479869.21,,2023-09-24T17:13:00.000Z,,,,,,2023-09-24 18:16:16.110001
10,1958,TRON,TRX,tron,840,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,89128059217.17645,89128124203.2118,True,,11,71659659264.0,6043995009.720246,,2023-09-24T17:13:00.000Z,0.08434306096061214,107102312.81026223,-16.0023,0.21125613,0.82430509,0.85758515,9.98455938,3.56205411,15.38787604,7517333331.855363,0.7136,7517338812.98,,2023-09-24T17:13:00.000Z,,,,,,2023-09-24 18:16:16.110001
11,4943,Dai,DAI,multi-collateral-dai,2609,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5347888595.7464075,5347888595.7464075,True,,12,,,,2023-09-24T17:13:00.000Z,0.9999393394423539,51734186.23957285,-50.1227,0.00800534,-0.0278229,0.03275781,0.03515171,0.04772887,0.11455442,5347564189.84196,0.5076,5347564189.84,,2023-09-24T17:13:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2023-09-24 18:16:16.110001
12,6636,Polkadot,DOT,polkadot-new,587,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1287846745.643635,1359085373.905158,True,,13,,,,2023-09-24T17:13:00.000Z,4.040040193448295,56381380.36829742,-8.8606,-0.12132854,0.58038055,-1.56938816,-9.27077574,-22.32421784,-21.17384398,5202952615.401869,0.4939,5490759536.9,,2023-09-24T17:13:00.000Z,,,,,,2023-09-24 18:16:16.110001
13,3890,Polygon,MATIC,polygon,965,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,14,,,,2023-09-24T17:13:00.000Z,0.522015499233832,126554416.26702897,-8.9996,-0.00685914,0.22784556,0.20658343,-3.55657173,-26.74934117,-18.73825498,4864907298.797028,0.4618,5220154992.34,,2023-09-24T17:13:00.000Z,,,,,,2023-09-24 18:16:16.110001
14,2,Litecoin,LTC,litecoin,1003,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73689226.72743528,84000000.0,False,,15,,,,2023-09-24T17:13:00.000Z,64.71826267340963,176369351.2579691,-27.024,0.02158214,-0.40682227,1.24426691,0.35529166,-27.30395291,-25.39667428,4769038731.546594,0.4527,5436334064.57,,2023-09-24T17:13:00.000Z,,,,,,2023-09-24 18:16:16.110001
