,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
12,6636,Polkadot,DOT,polkadot-new,587,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1287846745.643635,1359085373.905158,True,,13,,,,2023-09-24T17:09:00.000Z,4.0392053044547085,56507229.82047346,-8.9934,-0.13109471,0.53458465,-1.4674951,-9.33714707,-22.58979903,-21.33958191,5201877406.328505,0.4937,5489624851.48,,2023-09-24T17:09:00.000Z,,,,,,2023-09-24 17:11:20.383804
13,3890,Polygon,MATIC,polygon,965,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,14,,,,2023-09-24T17:09:00.000Z,0.5219392906848621,127447869.41169557,-8.8666,0.00065991,0.16363855,0.22660211,-3.51092762,-26.96639854,-18.83219919,4864197075.582088,0.4617,5219392906.85,,2023-09-24T17:09:00.000Z,,,,,,2023-09-24 17:11:20.383804
14,2,Litecoin,LTC,litecoin,1003,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73689226.72743528,84000000.0,False,,15,,,,2023-09-24T17:09:00.000Z,64.70455073335408,176786993.780756,-26.4795,0.03731107,-0.42938936,1.27290463,0.38303873,-27.46551931,-25.41736764,4768028309.286967,0.4526,5435182261.6,,2023-09-24T17:09:00.000Z,,,,,,2023-09-24 17:11:20.383804
0,1,Bitcoin,BTC,bitcoin,10476,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19494818.0,19494818.0,False,,1,,,,2023-09-24T17:10:00.000Z,26570.28758736222,6158184856.351848,-24.4002,-0.02111052,-0.08088779,0.19769062,2.40198139,-9.34962174,-11.50218657,517982920723.2856,49.1662,557976039334.61,,2023-09-24T17:10:00.000Z,,,,,,2023-09-24 17:12:21.228017
1,1027,Ethereum,ETH,ethereum,7431,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120228044.0903488,120228044.0903488,True,,2,,,,2023-09-24T17:10:00.000Z,1590.5738315178016,2026896548.9162977,-15.8303,0.01885577,-0.14576315,-2.1111244,-3.36871779,-14.47815652,-13.90534714,191231580744.67728,18.1514,191231580744.68,,2023-09-24T17:10:00.000Z,,,,,,2023-09-24 17:12:21.228017
2,825,Tether USDt,USDT,tether,62745,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83203741768.41498,86426198725.00061,True,,3,,,,2023-09-24T17:10:00.000Z,1.0000359781360153,10620232271.472542,-18.9365,-5.98e-06,-0.0066388,-0.02954082,0.05621159,0.02314504,0.01349384,83206735283.95331,7.8977,86429308178.53,,2023-09-24T17:10:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-09-24 17:12:21.228017
3,1839,BNB,BNB,bnb,1635,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,153847366.66563037,153847366.66563037,False,,4,,,,2023-09-24T17:10:00.000Z,210.5364156602006,197441032.25348,-11.891,-0.05463858,-0.06379006,-2.45449754,-3.1339994,-11.50728567,-10.34729951,32390473136.542442,3.0744,32390473136.54,,2023-09-24T17:10:00.000Z,,,,,,2023-09-24 17:12:21.228017
4,52,XRP,XRP,xrp,1097,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53245240268.0,99988414766.0,False,,5,,,,2023-09-24T17:10:00.000Z,0.5088853414872495,345936142.5205703,-25.519,-0.07734141,-0.24653102,2.10027629,-1.46154071,-27.56268801,7.12909914,27095722276.35183,2.5719,50888534148.72,,2023-09-24T17:10:00.000Z,,,,,,2023-09-24 17:12:21.228017
5,3408,USD Coin,USDC,usd-coin,14217,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,25777559792.89908,25777559792.89908,False,,6,,,,2023-09-24T17:10:00.000Z,1.000038874797279,1430149171.0518873,-24.7741,0.00246362,-0.01152131,-0.00457661,-0.00311581,0.00697324,0.02632752,25778561890.310375,2.4469,25778561890.31,,2023-09-24T17:10:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-09-24 17:12:21.228017
6,74,Dogecoin,DOGE,dogecoin,800,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,141140326383.7052,141140326383.7052,True,,7,,,,2023-09-24T17:10:00.000Z,0.0615193412409732,94264678.48551063,-22.0353,0.03119669,-0.1894331,-0.37837423,-1.29648012,-21.67119266,-5.07481469,8682859901.661493,0.8242,8682859901.66,,2023-09-24T17:10:00.000Z,,,,,,2023-09-24 17:12:21.228017
7,2010,Cardano,ADA,cardano,938,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35118370922.321,36198584811.424,False,,8,,,,2023-09-24T17:10:00.000Z,0.24507403181764956,62074849.99661704,-26.5207,-0.11979498,-0.12787679,-1.35727354,-5.86989616,-19.6792562,-12.64494262,8606600752.800915,0.8169,11028331431.79,,2023-09-24T17:10:00.000Z,,,,,,2023-09-24 17:12:21.228017
8,5426,Solana,SOL,solana,530,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,412747817.9849933,558283641.0100433,True,,9,,,,2023-09-24T17:10:00.000Z,19.487277043473743,97481711.21752022,-20.3155,-0.23146188,0.38955595,2.96447103,-4.35125195,-21.08412889,19.45030691,8043331078.162838,0.7634,10879427981.2,,2023-09-24T17:10:00.000Z,,,,,,2023-09-24 17:12:21.228017
9,11419,Toncoin,TON,toncoin,150,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3431892087.62,5047558528.0,True,,10,3414166606.0,7591994194.866896,,2023-09-24T17:10:00.000Z,2.2236741995908607,21710122.5260986,-19.5409,0.2314558,-3.65005491,-5.0432459,59.29098738,61.48272415,55.42157647,7631409891.020611,0.7244,11224125669.64,,2023-09-24T17:10:00.000Z,,,,,,2023-09-24 17:12:21.228017
10,1958,TRON,TRX,tron,840,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,89128059217.17645,89128124203.2118,True,,11,71659659264.0,6042381076.516124,,2023-09-24T17:10:00.000Z,0.08432053876024587,107454354.41430241,-15.9513,0.19145588,0.78235234,0.83322023,9.92261249,3.39366287,15.45906131,7515325971.847416,0.7133,7515331451.5,,2023-09-24T17:10:00.000Z,,,,,,2023-09-24 17:12:21.228017
11,4943,Dai,DAI,multi-collateral-dai,2609,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5347888595.7464075,5347888595.7464075,True,,12,,,,2023-09-24T17:10:00.000Z,0.9998151455297527,51749138.95031375,-50.1663,0.00076811,-0.05229228,0.01850961,0.01456553,0.00395029,0.15050471,5346900014.6331,0.5075,5346900014.63,,2023-09-24T17:10:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2023-09-24 17:12:21.228017
12,6636,Polkadot,DOT,polkadot-new,587,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1287846745.643635,1359085373.905158,True,,13,,,,2023-09-24T17:10:00.000Z,4.038369079846575,56486322.60222331,-9.0879,-0.14064589,0.54979551,-1.52131869,-9.36581894,-22.58538384,-21.16499808,5200800477.1882925,0.4936,5488488350.85,,2023-09-24T17:10:00.000Z,,,,,,2023-09-24 17:12:21.228017
13,3890,Polygon,MATIC,polygon,965,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,14,,,,2023-09-24T17:10:00.000Z,0.5219274528152766,127357291.50619943,-8.7712,-0.00647166,0.17756939,0.19561642,-3.59984429,-26.9848784,-18.72320482,4864086752.92264,0.4617,5219274528.15,,2023-09-24T17:10:00.000Z,,,,,,2023-09-24 17:12:21.228017
14,2,Litecoin,LTC,litecoin,1003,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73689226.72743528,84000000.0,False,,15,,,,2023-09-24T17:10:00.000Z,64.69808837371053,176534466.37435144,-26.8785,0.03169161,-0.44708305,1.2177997,0.31137201,-27.51097262,-25.3564378,4767552103.002,0.4525,5434639423.39,,2023-09-24T17:10:00.000Z,,,,,,2023-09-24 17:12:21.228017
0,1,Bitcoin,BTC,bitcoin,10476,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19494818.0,19494818.0,False,,1,,,,2023-09-24T17:11:00.000Z,26570.60229292655,6157662348.320424,-24.4098,-0.02594814,-0.0778871,0.19028072,2.43106686,-9.31240406,-11.48761593,517989055850.9858,49.1667,557982648151.46,,2023-09-24T17:11:00.000Z,,,,,,2023-09-24 17:13:21.969702
1,1027,Ethereum,ETH,ethereum,7431,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120228044.0903488,120228044.0903488,True,,2,,,,2023-09-24T17:11:00.000Z,1590.6357363928184,2026723407.3765936,-15.8418,0.00577493,-0.14207274,-2.0881702,-3.2955124,-14.44896595,-13.89846191,191239023446.72018,18.1521,191239023446.72,,2023-09-24T17:11:00.000Z,,,,,,2023-09-24 17:13:21.969702
2,825,Tether USDt,USDT,tether,62745,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83203741768.41498,86426198725.00061,True,,3,,,,2023-09-24T17:11:00.000Z,1.0000905446228054,10614955602.33498,-19.0078,0.00419339,-0.00217501,-0.04596969,0.06820986,0.02191948,0.01918318,83211275419.8294,7.8981,86434024152.56,,2023-09-24T17:11:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-09-24 17:13:21.969702
3,1839,BNB,BNB,bnb,1635,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,153847366.66563037,153847366.66563037,False,,4,,,,2023-09-24T17:11:00.000Z,210.53355307200877,197418602.90910503,-11.8261,-0.0504133,-0.06762352,-2.45502437,-3.12225442,-11.48383501,-10.36547172,32390032734.887283,3.0743,32390032734.89,,2023-09-24T17:11:00.000Z,,,,,,2023-09-24 17:13:21.969702
4,52,XRP,XRP,xrp,1097,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53245240268.0,99988414766.0,False,,5,,,,2023-09-24T17:11:00.000Z,0.5088714660721267,345977306.98515385,-25.5062,-0.07635523,-0.25218818,2.08554756,-1.46362029,-27.55132448,7.12293401,27094983476.5398,2.5718,50887146607.21,,2023-09-24T17:11:00.000Z,,,,,,2023-09-24 17:13:21.969702
5,3408,USD Coin,USDC,usd-coin,14217,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,25777559792.89908,25777559792.89908,False,,6,,,,2023-09-24T17:11:00.000Z,1.0000948481953595,1425049290.0167835,-25.2272,0.00557726,-0.00637369,-0.0167476,0.00587018,0.00892268,0.0232601,25780004747.92621,2.447,25780004747.93,,2023-09-24T17:11:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-09-24 17:13:21.969702
6,74,Dogecoin,DOGE,dogecoin,800,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,141140326383.7052,141140326383.7052,True,,7,,,,2023-09-24T17:11:00.000Z,0.06151589411221898,94235715.13207658,-22.0649,0.03034227,-0.18929702,-0.3899712,-1.30282438,-21.6559055,-5.08427849,8682373372.784037,0.8241,8682373372.78,,2023-09-24T17:11:00.000Z,,,,,,2023-09-24 17:13:21.969702
7,2010,Cardano,ADA,cardano,938,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35118370922.321,36198584811.424,False,,8,,,,2023-09-24T17:11:00.000Z,0.2450705640927474,62070868.07512205,-26.4977,-0.11627102,-0.12830263,-1.36060258,-5.87511311,-19.66252951,-12.61933746,8606478971.951546,0.8169,11028175384.17,,2023-09-24T17:11:00.000Z,,,,,,2023-09-24 17:13:21.969702
8,5426,Solana,SOL,solana,530,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,412747817.9849933,558283641.0100433,True,,9,,,,2023-09-24T17:11:00.000Z,19.486108390317785,97465150.79618652,-20.3146,-0.24067743,0.39910313,2.93994616,-4.34989422,-21.04995333,19.46716468,8042848719.122735,0.7634,10878775541.26,,2023-09-24T17:11:00.000Z,,,,,,2023-09-24 17:13:21.969702
9,11419,Toncoin,TON,toncoin,150,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3431892087.62,5047558528.0,True,,10,3414166606.0,7592543026.747677,,2023-09-24T17:11:00.000Z,2.223834950937856,21704164.04513682,-19.5472,0.23903672,-3.64483324,-5.06175327,59.30486975,61.51808034,55.49551213,7631961572.296439,0.7244,11224937071.47,,2023-09-24T17:11:00.000Z,,,,,,2023-09-24 17:13:21.969702
10,1958,TRON,TRX,tron,840,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,89128059217.17645,89128124203.2118,True,,11,71659659264.0,6042475264.184342,,2023-09-24T17:11:00.000Z,0.08432185313529574,107454605.97595826,-15.8208,0.19467953,0.78993009,0.82315861,9.92398803,3.41044,15.4515021,7515443119.544694,0.7133,7515448599.29,,2023-09-24T17:11:00.000Z,,,,,,2023-09-24 17:13:21.969702
11,4943,Dai,DAI,multi-collateral-dai,2609,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5347888595.7464075,5347888595.7464075,True,,12,,,,2023-09-24T17:11:00.000Z,0.9997985030842316,51730834.27978224,-50.1928,-0.0022572,-0.04458704,0.01528333,0.01072731,0.00920618,0.15105275,5346811012.688492,0.5075,5346811012.69,,2023-09-24T17:11:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2023-09-24 17:13:21.969702
12,6636,Polkadot,DOT,polkadot-new,587,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1287846745.643635,1359085373.905158,True,,13,,,,2023-09-24T17:11:00.000Z,4.0384280808529756,56468287.91641683,-9.1093,-0.13598998,0.55100237,-1.56074294,-9.3590203,-22.56251704,-21.16507705,5200876461.442375,0.4937,5488568538.26,,2023-09-24T17:11:00.000Z,,,,,,2023-09-24 17:13:21.969702
13,3890,Polygon,MATIC,polygon,965,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,14,,,,2023-09-24T17:11:00.000Z,0.5219522561407044,127335231.70175709,-8.7899,0.01046445,0.18131399,0.1961377,-3.59571807,-26.96665808,-18.72118579,4864317906.746779,0.4617,5219522561.41,,2023-09-24T17:11:00.000Z,,,,,,2023-09-24 17:13:21.969702
14,2,Litecoin,LTC,litecoin,1003,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73689226.72743528,84000000.0,False,,15,,,,2023-09-24T17:11:00.000Z,64.69778222213039,176420922.83548912,-26.946,0.03536788,-0.44733191,1.21617309,0.31230246,-27.50235103,-25.36030049,4767529542.928797,0.4525,5434613706.66,,2023-09-24T17:11:00.000Z,,,,,,2023-09-24 17:13:21.969702
0,1,Bitcoin,BTC,bitcoin,10476,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19494818.0,19494818.0,False,,1,,,,2023-09-24T17:12:00.000Z,26571.624166614976,6157767685.709193,-24.4064,-0.02902105,-0.08111085,0.21160146,2.42282252,-9.28100357,-11.54286201,518008977092.56067,49.1686,558004107498.91,,2023-09-24T17:12:00.000Z,,,,,,2023-09-24 17:14:22.692877
1,1027,Ethereum,ETH,ethereum,7431,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120228044.0903488,120228044.0903488,True,,2,,,,2023-09-24T17:12:00.000Z,1590.6641714742884,2026642725.8546765,-15.8433,0.00218116,-0.13604791,-2.07239357,-3.29996466,-14.3904044,-13.90798196,191242442140.94888,18.1524,191242442140.95,,2023-09-24T17:12:00.000Z,,,,,,2023-09-24 17:14:22.692877
2,825,Tether USDt,USDT,tether,62745,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83203741768.41498,86426198725.00061,True,,3,,,,2023-09-24T17:12:00.000Z,1.0000554400292272,10615444162.13494,-18.9952,-0.00662289,-0.00745082,-0.02337436,0.06101454,-0.01297051,0.00570433,83208354586.29044,7.8985,86430990195.98,,2023-09-24T17:12:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-09-24 17:14:22.692877
